도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
샘터작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일",13:00,19:00,13:00,19:00,00:00,00:00,25,10306,2,2,3,7,서울특별시 광진구 용마산로24길 10(중곡동),,02-446-0191,,,,37.5651522013,127.0873539922,2020-06-30,3040000,서울특별시 광진구
국제문학작은도서관,서울특별시,광진구,작은도서관,매주 일요일,13:00,17:00,13:00,17:00,00:00,00:00,8,2500,4,0,3,7,서울특별시 광진구 광나루로15길 41(군자동),,,,,,37.5501281270,127.0696600373,2020-06-30,3040000,서울특별시 광진구
사하라작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일",13:00,17:00,00:00,00:00,00:00,00:00,20,1200,2,0,3,7,서울특별시 광진구 광장로 78(광장동),,02-453-7068,,,,37.5476110610,127.1056385177,2020-06-30,3040000,서울특별시 광진구
횡성군립도서관,강원도,횡성군,공공도서관,"화요일, 국경일, 관장이 정하는 임시공휴일",08:00,23:00,08:00,23:00,00:00,00:00,134,63576,50,5722,5,14,강원도 횡성군 횡성읍 문예로 75,강원도 횡성군청,033-340-5861,4800,3948,http://lib.hsg.go.kr,37.48902982,127.9759576,2020-08-01,4260000,강원도 횡성군
둔내태성도서관,강원도,횡성군,공공도서관,"월요일, 국경일, 관장이 정하는 임시공휴일",09:00,22:00,09:00,18:00,00:00,00:00,60,23615,16,352,5,14,강원도 횡성군 둔내면 둔방로 4번길 38,강원도 횡성군청,033-340-5869,680.1,303.56,http://lib.hsg.go.kr,37.514722,128.212523,2020-08-01,4260000,강원도 횡성군
느티나무작은도서관,강원도,횡성군,작은도서관,법정공휴일,09:00,21:00,09:00,18:00,00:00,00:00,43,7899,6,37,5,14,강원도 횡성군 횡성읍 태기로85,강원도 횡성군청,033-345-2601,8612.87,152.73,http://lib.hsg.go.kr,37.49260149,127.9932275,2020-08-01,4260000,강원도 횡성군
매화작은도서관,강원도,횡성군,작은도서관,"일요일, 월요일, 법정공휴일",10:00,19:00,10:00,19:00,00:00,00:00,15,7613,0,0,5,14,강원도 횡성군 우천면 우항3길 5-2,강원도 횡성군청,033-343-2602,376.5,397,http://lib.hsg.go.kr,37.459514,128.063947,2020-08-01,4260000,강원도 횡성군
찐빵마을책사랑방,강원도,횡성군,작은도서관,"일요일, 월요일, 법정공휴일",10:00,19:00,10:00,19:00,00:00,00:00,30,8741,7,0,5,14,강원도 횡성군 안흥면 안흥로27,강원도 횡성군청,033-342-4390,4750,2038.89,http://lib.hsg.go.kr,37.41281125,128.1561222,2020-08-01,4260000,강원도 횡성군
구리봉작은도서관,강원도,횡성군,작은도서관,"토요일, 일요일, 법정공휴일",10:00,19:00,00:00,00:00,00:00,00:00,14,8255,5,7,5,14,강원도 횡성군 갑천면 청정로 매일5길4,강원도 횡성군청,033-342-2605,2766.3,96,http://lib.hsg.go.kr,37.559455,128.109722,2020-08-01,4260000,강원도 횡성군
버들골작은도서관,강원도,횡성군,작은도서관,"토요일, 일요일, 법정공휴일",10:00,19:00,00:00,00:00,00:00,00:00,39,5389,3,0,5,14,강원도 횡성군 청일면 청정로 823,강원도 횡성군청,033-342-7545,,165.24,http://lib.hsg.go.kr,37.582567,128.1487982,2020-08-01,4260000,강원도 횡성군
월야 작은도서관,전라남도,함평군,작은도서관,매주 월요일,10:00,18:00,10:00,18:00,10:00,18:00,18,4520,0,0,3,14,전라남도 함평군 월야면 밀재로 1543,전라남도 함평군청,061-320-3807,984,111.5,,35.1792517417,126.6308120379,2020-09-03,4960000,전라남도 함평군
대학동 녹두작은도서관,서울특별시,관악구,작은도서관,매주 토/일요일/국가지정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,20,5394,2,0,8,14,서울특별시 관악구 신림로 111,서울특별시 관악구청,02-872-4765,489,1184,http://lib.gwanak.go.kr/,37.470598,126.936927,2020-11-30,3200000,서울특별시 관악구
통영시립도서관,경상남도,통영시,공공도서관,매주월요일+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,171,79533,26,5949,5,14,경상남도 통영시 무전3길 29,경상남도 통영시 시설관리사업소,055-650-2630,10763,1693,http://www.tongyeonglib.or.kr,34.8615032,128.4247136,2020-11-27,5330000,경상남도 통영시
대구 중구 영어도서관,대구광역시,중구,작은도서관,공휴일,09:00,18:00,09:00,18:00,00:00,00:00,20,16472,8,4422,3,15,대구광역시 중구 달구벌대로440길 27 (대봉동) 2층 영어도서관,대구광역시 중구청,053-661-3961,,353,http://lib.jung.daegu.kr,35.861518,128.604382,2020-07-09,3410000,대구광역시 중구
대신동 작은도서관,대구광역시,중구,작은도서관,매주 토일,09:00,18:00,00:00,00:00,00:00,00:00,25,6199,6,0,3,15,대구광역시 중구 달구벌대로389길 50 (대신동),대구광역시 중구청,053-661-3685,,106,http://lib.jung.daegu.kr,35.865577,128.576343,2020-07-09,3410000,대구광역시 중구
삼덕마루,대구광역시,중구,작은도서관,매주 일요일,09:00,18:00,14:00,16:00,00:00,00:00,30,3500,5,0,3,15,대구광역시 중구 동덕로26길 103(삼덕동3가),대구광역시 중구청,053-661-3603,,105.8,http://lib.jung.daegu.kr,35.8646621,128.609045,2020-07-09,3410000,대구광역시 중구
중구노인복지관도서관,대구광역시,중구,작은도서관,매주 토일,09:00,17:30,00:00,00:00,00:00,00:00,22,1236,0,0,0,0,대구광역시 중구 태평로45(태평로 3가),대구광역시 중구청,053-257-2577,,80.7,http://lib.jung.daegu.kr,35.87790436,128.583365,2020-07-09,3410000,대구광역시 중구
대봉2동작은도서관,대구광역시,중구,작은도서관,매주 토일,09:00,18:00,00:00,00:00,00:00,00:00,40,3500,4,0,3,15,대구광역시 중구 대봉로47길 31(대봉동),대구광역시 중구청,053-661-3793,,109,http://lib.jung.daegu.kr,35.85876069,128.5993685,2020-07-09,3410000,대구광역시 중구
성지문고,대구광역시,중구,작은도서관,매주 월요일,09:00,17:00,10:00,17:00,00:00,00:00,70,2184,0,0,5,15,대구광역시 중구 명덕로65길 10 (대봉1동),사립,053-422-4856,,132,,35.855709,128.6052978,2020-07-09,3410000,대구광역시 중구
남산그린타운작은도서관,대구광역시,중구,작은도서관,매주 화목토일,15:00,17:00,00:00,00:00,00:00,00:00,30,2200,1,0,3,7,"대구광역시 중구 달구벌대로 1950(남산4동, 남산그린타운아파트) 106동 2층",사립,070-8977-8998,,105,,35.8628796332,128.5767443,2020-07-09,3410000,대구광역시 중구
남산휴먼시아 1단지 주민문고,대구광역시,중구,작은도서관,없음,09:00,18:00,09:00,13:00,00:00,00:00,6,2860,1,0,999,7,"대구광역시 중구 달구벌대로 1960 (남산4동, 남산휴먼시아1단지아파트) 104동 1층",사립,053-257-8600,,35,,35.86318976,128.5781845,2020-07-09,3410000,대구광역시 중구
남산기독교종합사회복지관 작은도서관,대구광역시,중구,작은도서관,매주 일요일,09:00,20:00,09:00,14:00,00:00,00:00,40,3600,0,0,3,7,"대구광역시 중구 관덕정길 16 (남산2동), 4층",사립,053-256-5943,,116,,35.865048,128.590568,2020-07-09,3410000,대구광역시 중구
남산휴먼시아 2단지 마을도서관,대구광역시,중구,작은도서관,매주 월화토일,15:00,17:00,00:00,00:00,00:00,00:00,35,5000,3,0,999,7,"대구광역시 중구 달구벌대로 1970 (남산4동, 남산휴먼시아2단지아파트) 203동 1층",사립,053-427-2425,,99,,35.86386493,128.5808415,2020-07-09,3410000,대구광역시 중구
남산다락골 작은도서관,대구광역시,중구,작은도서관,매주 일요일,09:00,18:00,09:00,13:00,00:00,00:00,34,11051,5,0,10,7,대구광역시 중구 남산로4길 112 (남산3동) 천주교대구대교구청 여성교육관 교육원 다동 1층,사립,053-254-6115,,48,,35.8598424584,128.5878870707,2020-07-09,3410000,대구광역시 중구
고맙습니다 이삭 작은도서관,대구광역시,중구,작은도서관,"매주 월,일",09:00,18:00,10:00,17:00,00:00,00:00,24,5500,12,0,3,15,대구광역시 중구 국채보상로 541,사립,053-422-2100,,181,,35.870631,128.589867,2020-07-09,3410000,대구광역시 중구
동네작은도서관,대구광역시,중구,작은도서관,매주 월요일,10:00,18:00,10:00,18:00,00:00,00:00,20,2623,0,22,0,0,대구광역시 중구 국채보상로150길 25 (동인동4가),사립,070-8624-9135,,49.5,,35.8671847,128.611523,2020-07-09,3410000,대구광역시 중구
서문시장작은도서관,대구광역시,중구,작은도서관,매주 토일,10:00,19:00,00:00,00:00,00:00,00:00,20,5699,0,0,0,0,대구광역시 중구 큰장로 26길 12-5(대신동),사립,,,50,,35.868142,128.579041,2020-07-09,3410000,대구광역시 중구
선으로 가는 선 서예 작은도서관,대구광역시,중구,작은도서관,매주 토일,13:00,22:00,00:00,00:00,00:00,00:00,22,1300,0,0,0,0,대구광역시 중구 국채보상로152길 2,사립,053-755-9967,,115.5,,35.86798174,128.613079,2020-07-09,3410000,대구광역시 중구
길을 찾는 작은도서관,대구광역시,중구,작은도서관,매주 토일,09:00,18:00,00:00,00:00,00:00,00:00,12,1050,1,0,0,0,대구광역시 중구 태평로 253,사립,053-582-7707,,43,,35.87734166,128.5880052,2020-07-09,3410000,대구광역시 중구
재건도서관,대구광역시,중구,작은도서관,매주 토일,09:00,17:00,00:00,00:00,00:00,00:00,15,3000,0,0,0,0,대구광역시 중구 동덕로 194,사립,053-653-0119,,45,,35.871881,128.6048935,2020-07-09,3410000,대구광역시 중구
작은도서관 에듀공감,대구광역시,중구,작은도서관,매주 토일,10:00,17:00,00:00,00:00,00:00,00:00,20,2000,0,0,0,0,"대구광역시 중구 태평로 267, 2층(동인동)",사립,053-572-9405,,50,,35.8787856,128.5812886,2020-07-09,3410000,대구광역시 중구
대구수필작은도서관,대구광역시,중구,작은도서관,매주 토일,10:00,17:00,00:00,00:00,00:00,00:00,15,3500,0,0,0,0,대구광역시 중구 명륜로23길 2(봉산동),사립,053-746-4321,,172,,35.86029506,128.5964769,2020-07-09,3410000,대구광역시 중구
나다움 성평등 작은도서관,대구광역시,중구,작은도서관,매주 토일,13:00,17:00,00:00,00:00,00:00,00:00,18,1900,0,0,0,0,대구광역시 중구 태평로 141(태평로2가),사립,053-219-9973,,74,,35.87605872,128.5936973,2020-07-09,3410000,대구광역시 중구
남산작은도서관,대구광역시,중구,작은도서관,매주 토일,09:00,18:00,00:00,00:00,00:00,00:00,22,1200,0,0,0,0,대구광역시 중구 남산로13길 9(남산동),사립,053-250-1187,,78.75,,35.86147904,128.5819065545,2020-07-09,3410000,대구광역시 중구
청운문학도서관,서울특별시,종로구,공공도서관,"월요일, 1월1일, 설, 추석",10:00,22:00,10:00,22:00,10:00,19:00,115,26814,37,9,5,15,서울특별시 종로구 자하문로36길 40,종로문화재단,070-4680-4032,1238.5,744.8,http://lib.jongno.go.kr/,37.5903786,126.9659189,2020-07-07,3000000,서울특별시 종로구
호평도서관,경기도,남양주시,공공도서관,매월 둘째·넷째 월요일+1월 1일+설날·추석 연휴(대체공휴일 포함),08:00,22:00,08:00,22:00,08:00,22:00,90,43653,122,450,20,14,경기도 남양주시 천마산로 67,경기도 남양주시청,031-590-8340,788,1956,https://lib.nyj.go.kr/hp,37.66764366,127.2480045,2020-11-06,3990000,경기도 남양주시
별내도서관,경기도,남양주시,공공도서관,매월 둘째·넷째 금요일+1월 1일+설날·추석 연휴(대체공휴일 포함),08:00,22:00,08:00,22:00,08:00,22:00,107,125808,126,4928,20,14,경기도 남양주시 별내면 청학로 86-1,경기도 남양주시청,031-590-8808,2501,3215,http://lib.nyj.go.kr/bnae,37.7083499,127.1178283,2020-11-06,3990000,경기도 남양주시
진접도서관,경기도,남양주시,공공도서관,매월 첫째·셋째 월요일+1월 1일+설날·추석 연휴(대체공휴일 포함),08:00,22:00,08:00,22:00,08:00,22:00,154,82349,118,1368,20,14,경기도 남양주시 진접읍 금강로 1554-11,경기도 남양주시청,031-590-5310,3250,4426,http://lib.nyj.go.kr/jinjeop,37.7296018,127.1941965,2020-11-06,3990000,경기도 남양주시
진접푸른숲도서관,경기도,남양주시,공공도서관,매월 둘째·넷째 월요일+1월 1일+설날·추석 연휴(대체공휴일 포함),08:00,22:00,08:00,22:00,08:00,22:00,300,79029,122,1698,20,14,경기도 남양주시 진접읍 해밀예당2로 35,경기도 남양주시청,031-590-5330,6663,5352,http://lib.nyj.go.kr/jinjeopgw,37.7156893,127.1929216,2020-11-06,3990000,경기도 남양주시
오남도서관,경기도,남양주시,공공도서관,매월 첫째·셋째 금요일+1월 1일+설날·추석 연휴(대체공휴일 포함),08:00,22:00,08:00,22:00,08:00,22:00,72,103635,121,2590,20,14,경기도 남양주시 오남읍 양지로240번길 12,경기도 남양주시청,031-590-8531,3000,5465,http://lib.nyj.go.kr/onam,37.6979608,127.1978694,2020-11-06,3990000,경기도 남양주시
퇴계원도서관,경기도,남양주시,공공도서관,매월 둘째·넷째 월요일+1월 1일+설날·추석 연휴(대체공휴일 포함),08:00,22:00,08:00,22:00,08:00,22:00,145,91772,123,2663,20,14,경기도 남양주시 퇴계원읍 도제원로 12,경기도 남양주시청,031-590-3910,1026,2893,http://lib.nyj.go.kr/toegyewon,37.6491214,127.1452884,2020-11-06,3990000,경기도 남양주시
별빛도서관,경기도,남양주시,공공도서관,매월 첫째·셋째 월요일+1월 1일+설날·추석 연휴(대체공휴일 포함),08:00,22:00,08:00,22:00,08:00,22:00,332,67988,135,1059,20,14,경기도 남양주시 별내중앙로 102,경기도 남양주시청,031-590-5349,4200,6638,http://lib.nyj.go.kr/bbit,37.65093701,127.1203257,2020-11-06,3990000,경기도 남양주시
전주시립인후도서관,전라북도,전주시,공공도서관,"신정,설날,추석당일",09:00,19:00,09:00,17:00,00:00,00:00,332,87843,26,1708,10,14,전라북도 전주시 덕진구 안덕원로 349,전주시,063-243-2577,5596,2519,http://lib.jeonju.go.kr,35.839535,127.1633999519,2020-10-27,6450000,전라북도
전주시립금암도서관,전라북도,전주시,공공도서관,"신정,설날,추석당일",09:00,19:00,09:00,17:00,00:00,00:00,226,154544,26,1567,10,14,전라북도 전주시 덕진구 거북바우로 13,전주시,063-281-6440,3169,2712,http://lib.jeonju.go.kr,35.836314,127.140096,2020-10-27,6450000,전라북도
중구청소년문화의집 작은도서관,대구광역시,중구,작은도서관,매주 월요일,09:00,21:00,09:00,18:00,09:00,18:00,8,3813,0,0,0,0,대구광역시 중구 봉산문화길 40 (봉산동),대구광역시 중구청,053-421-0183,,89,http://lib.jung.daegu.kr,35.861938,128.597985,2020-07-09,3410000,대구광역시 중구
남산4동작은도서관,대구광역시,중구,작은도서관,매주 토일,09:00,18:00,00:00,00:00,00:00,00:00,12,6504,4,0,3,10,대구광역시 중구 남산로1길 42 (남산동) 2층,대구광역시 중구청,053-661-3765,,49,http://lib.jung.daegu.kr,35.858229,128.580574,2020-07-09,3410000,대구광역시 중구
동인 느티나무 도서관,대구광역시,중구,작은도서관,매주 일요일,09:00,18:00,10:00,14:00,00:00,00:00,40,6024,5,0,3,15,대구광역시 중구 동덕로38길 47 (동인동3가),대구광역시 중구청,053-661-3325,,176,http://lib.jung.daegu.kr,35.871319,128.607203,2020-07-09,3410000,대구광역시 중구
임자작은도서관,전라남도,신안군,작은도서관,"토요일,일요일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,20,3573,1,0,5,14,전라남도 신안군 임자면 임자로 87-63,전라남도 신안군 임자면사무소,061-275-7200,567,112,없음,35.0844713482,126.1110022694,2020-10-14,5010000,전라남도 신안군
장산작은도서관,전라남도,신안군,작은도서관,"토요일,일요일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,15,2126,1,0,5,14,전라남도 신안군 장산면 장산중앙길 2,전라남도 신안군 장산면사무소,061-275-5320,1686,204,없음,34.642952,126.1485539574,2020-10-14,5010000,전라남도 신안군
하의작은도서관,전라남도,신안군,작은도서관,"토요일,일요일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,15,2029,1,0,5,14,전라남도 신안군 하의면 오류동길 11,전라남도 신안군 하의면사무소,061-275-4088,4790,143,없음,34.6053715014,126.0348743138,2020-10-14,5010000,전라남도 신안군
반딧불도서관,전라남도,목포시,작은도서관,"매주월요일, 관공서의 공휴일에 관한 규정에 따른 공휴일",09:00,19:00,09:00,19:00,00:00,00:00,30,7611,0,0,3,14,전라남도 목포시 북교길 22(북교동),반딧불작은도서관운영위원회,061-242-0121,,165,http://www.mokpolib.or.kr,34.79400345,126.3776675,2020-10-08,4800000,전라남도 목포시
우리울 작은도서관,서울특별시,금천구,작은도서관,일요일/법정공휴일,14:00,19:00,14:00,19:00,00:00,00:00,33,1300,0,0,10,14,"서울특별시 금천구 범안로12가길 49, 2층",사립,070-7573-3321,,59.4,,37.46493455,126.894003,2020-09-16,3170000,서울특별시 금천구
롯데캐슬1차 작은도서관,서울특별시,금천구,작은도서관,일요일/법정공휴일,10:00,17:00,10:00,14:00,00:00,00:00,30,2500,0,0,10,14,서울특별시 금천구 벚꽃로40,사립,070-4405-8780,,76.39,,37.46005722,126.8928436,2020-09-16,3170000,서울특별시 금천구
지혜의숲 작은도서관,서울특별시,금천구,작은도서관,토요일/법정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,16,9071,0,0,10,14,서울특별시 금천구 시흥대로90길 25,사립,070-4192-5822,,59,,37.46181446,126.8992884,2020-09-16,3170000,서울특별시 금천구
